category,d_description_en,source
2_professional_services,Management consulting - trends in global demand and flows of bulk commodities and impacts on the canadian national transportation system,classifier
2_professional_services,Management consulting - u.s. Grain supply chains and linkages to the canadian transportation system,classifier
2_professional_services,Management consulting - update 2010 final report - via rail benchmarking analysis,classifier
2_professional_services,Management consulting - update of marine surveyor’s guide for materials and welding,classifier
2_professional_services,Management consulting - validation of dominant marine traffic patterns in canada’s northern waters,classifier
2_professional_services,Management consulting - vessel condition surveys for 3 ferry vessels,classifier
2_professional_services,Management consulting - voice response system review,manual
3_information_technology,Management consulting - web accessibility evaluator,manual
2_professional_services,Management consulting - work description services,classifier
2_professional_services,Management consulting - work description writing services,classifier
2_professional_services,Management consulting - work descriptions,classifier
2_professional_services,Management consulting - work descriptions writing,classifier
2_professional_services,Management consulting - work plan developer,manual
2_professional_services,Management consulting - work plan development,classifier
2_professional_services,Management consulting -analyst,classifier
2_professional_services,Management consulting -study,classifier
2_professional_services,Management consulting – other professional services,classifier
2_professional_services,"Management consulting , except other depts or prog",manual
2_professional_services,Management consulting and training services,manual
2_professional_services,"Management consulting contract: to conduct an administrative investigation into a staff relations matter for transport canada, programs, pacific region",classifier
2_professional_services,Management consulting services,manual
2_professional_services,"Management consulting, except other depts or programs",manual
2_professional_services,"Management consulting, except other depts.",manual
2_professional_services,"Management consulting, except other depts. Executive coaching services",classifier
2_professional_services,"Management consulting, except other depts. Harassment investigation services",classifier
2_professional_services,"Management consulting, except other depts. Independent third party review",manual
2_professional_services,"Management consulting, except other depts. Professional services / financial analysis",classifier
2_professional_services,Management of logistics - ucenet conference,manual
9_human_capital,Management training,manual
1_facilities_and_construction,"Manifolds, exhaust",classifier
4_medical,"Manikins anatomical/physiology, medical training aid",manual
1_facilities_and_construction,Mansonry works,manual
6_industrial_products_and_services,Manual presses,manual
5_transportation_and_logistics,Manuals (standard commercial vehicles),classifier
1_facilities_and_construction,"Manuals, standard operating procedures for building controls and systems",classifier
2_professional_services,Manufacture and commercialization of government concepts,manual
1_facilities_and_construction,Manufacturing of street lights,manual
2_professional_services,Map production: digital mapping,manual
2_professional_services,Map production: orthophotomapping,classifier
6_industrial_products_and_services,Mapping equipment and instruments,classifier
2_professional_services,"Mapping services, n.e.s.",classifier
10_office_management,Maps - printing,classifier
10_office_management,"Maps and charts, printed",classifier
10_office_management,"Maps, atlases, charts and globes",classifier
5_transportation_and_logistics,Marine architect and engineering services,manual
2_professional_services,Marine cartography services,classifier
5_transportation_and_logistics,Marine consulting,manual
5_transportation_and_logistics,Marine fuel,manual
5_transportation_and_logistics,Marine hardware and hull items,manual
5_transportation_and_logistics,Marine hardware and hull items - repair,manual
5_transportation_and_logistics,Marine hardware and hull items (small craft),manual
1_facilities_and_construction,Marine installations,manual
5_transportation_and_logistics,Marine life saving and diving equipment,manual
5_transportation_and_logistics,Marine life saving and diving equipment - repair,classifier
5_transportation_and_logistics,Marine lifesaving and diving equipment,classifier
2_professional_services,Marine management,manual
9_human_capital,Marine membership fees,classifier
5_transportation_and_logistics,Marine radar equipment,manual
5_transportation_and_logistics,Marine systems and engineering,manual
9_human_capital,Marine training,manual
6_industrial_products_and_services,Marker,classifier
1_facilities_and_construction,"Marker, traffic line",classifier
2_professional_services,Market analyses and price forecasts,manual
2_professional_services,Market research,classifier
9_human_capital,Marketing training courses,classifier
6_industrial_products_and_services,"Marking machines, carton, production",classifier
6_industrial_products_and_services,"Mashers, potato, hand, hotel type",classifier
6_industrial_products_and_services,"Mask, chemical/biological (non-marine)",classifier
6_industrial_products_and_services,"Masks, air filtering, disposable",classifier
6_industrial_products_and_services,"Masks, safety and rescue equipment, n.e.s.",classifier
1_facilities_and_construction,Masonry work,manual
1_facilities_and_construction,"Masonry, stonework",classifier
3_information_technology,Mass storage subsystems - very large,classifier
1_facilities_and_construction,"Masts, communications (non marine)",classifier
6_industrial_products_and_services,"Mat, floor",classifier
6_industrial_products_and_services,"Mat, floor, nylon pile face, vinyl backed",classifier
10_office_management,"Materials and supplies, office and stationers supplies",manual
10_office_management,"Materials and supplies, photographic or cinematography goods",manual
1_facilities_and_construction,Materials feeders,classifier
5_transportation_and_logistics,"Materials handling equipment, miscellaneous",manual
5_transportation_and_logistics,"Materials handling equipment, miscellaneous - leasing",classifier
5_transportation_and_logistics,"Materials handling equipment, miscellaneous - rental",classifier
5_transportation_and_logistics,"Materials handling equipment, miscellaneous - repair",manual
5_transportation_and_logistics,"Materials handling equipment, nonself-propelled",classifier
5_transportation_and_logistics,Materials handling equipment/non self propelled,classifier
5_transportation_and_logistics,Materials handling equipment/non self propelled - leasing,manual
5_transportation_and_logistics,Materials handling equipment/non self propelled - repair,classifier
5_transportation_and_logistics,Materials handling equipment/nonself -propelled,manual
2_professional_services,Materials inspection and quality assurance,manual
2_professional_services,"Materials inspection and quality assurance, industrial products",classifier
6_industrial_products_and_services,Materials/products (r&d),classifier
5_transportation_and_logistics,Materiel handling equipment,classifier
5_transportation_and_logistics,Materiel handling equipment - repair,classifier
5_transportation_and_logistics,Materiel management,manual
3_information_technology,Mathematical and computer sciences (r&d),classifier
3_information_technology,Mathematical models/algorithms: science and technology related (r&d),classifier
6_industrial_products_and_services,"Mats, gymnasium",manual
6_industrial_products_and_services,"Mats, slush - rental",manual
6_industrial_products_and_services,"Matting, floor",classifier
6_industrial_products_and_services,"Matting, floor (runners) vinyl, rubber, synthetic rubber (neoprene) or combination there of",classifier
1_facilities_and_construction,Mattress frames,classifier
6_industrial_products_and_services,"Mattress, bed",classifier
6_industrial_products_and_services,"Mattress, bed, foam (79/02)",manual
6_industrial_products_and_services,"Mattress, bed, inner spring (non-fire retardant ticking)",classifier
6_industrial_products_and_services,"Mattress, bed, inner spring, fire retardant ticking",manual
6_industrial_products_and_services,"Mattress, pneumatic, except sleeping bag type",classifier
6_industrial_products_and_services,"Mattresses, bed, repairs",classifier
10_office_management,Meals,manual
6_industrial_products_and_services,Measuring and control and optical equip.,manual
6_industrial_products_and_services,"Measuring instruments-design, development, modification: science and technology related (r&d)",classifier
6_industrial_products_and_services,"Measuring tools, craftsmen",classifier
6_industrial_products_and_services,"Measuring tools, craftsmen's",classifier
6_industrial_products_and_services,"Measuring tools, craftsmen - repair",classifier
6_industrial_products_and_services,"Measuring, controlling, laboratory, medical and op",manual
6_industrial_products_and_services,"Measuring, controlling, laboratory, medical and optical equipment",manual
6_industrial_products_and_services,"Measuring, controlling, laboratory, medical and optical equipment and parts",manual
6_industrial_products_and_services,"Measuring, controlling, laboratory, medical and optical instruments, apparatus and accessories",manual
10_office_management,"Meat slicing machine, electric, commercial",classifier
10_office_management,"Meat, fish and their preparations",manual
10_office_management,"Meat, poultry and fish",manual
10_office_management,"Meat, poultry and fish (replaced by gsin n8905z)",manual
10_office_management,"Meat, poultry, and fish",classifier
1_facilities_and_construction,"Mechanical contractor services, n.e.s.",classifier
1_facilities_and_construction,"Mechanical contractor services, not elsewhere specified",manual
5_transportation_and_logistics,Mechanical power transmission,classifier
6_industrial_products_and_services,"Mechanical presses, power driven",classifier
6_industrial_products_and_services,"Mechanical test equipment, calibration services- repair",classifier
6_industrial_products_and_services,Mechanics hand tools (canadian mfr),classifier
4_medical,Med pharmaceutical,classifier
2_professional_services,Media analysis,classifier
9_human_capital,Media coaching for the employees,manual
9_human_capital,Media communication training,classifier
2_professional_services,Media control systems,manual
2_professional_services,Media monitoring - amendment to increase the value,manual
2_professional_services,Media monitoring services,manual
2_professional_services,Media monitoring:,manual
2_professional_services,Media relations,classifier
9_human_capital,Media training for the employees and commissioners,manual
2_professional_services,Mediation services,classifier
4_medical,Medical (r & d),classifier
4_medical,Medical (r&d),manual
4_medical,Medical advisory services,manual
4_medical,Medical and health studies,classifier
4_medical,Medical and health studies / modelling and analysis,classifier
4_medical,"Medical and surgical instruments, equipment and supplies",manual
4_medical,"Medical and surgical instruments, equipment and supplies - leasing",classifier
4_medical,"Medical and surgical instruments, equipment and supplies - rental",classifier
4_medical,"Medical and surgical instruments, equipment and supplies - repair",manual
4_medical,"Medical and surgical instruments, equipment, and supplies",classifier
4_medical,Medical equipment surgical/diagnostic and accessories,manual
4_medical,Medical equipment surgical/diagnostic and accessories - repair a,classifier
4_medical,Medical equipment surgical/diagnostic and accessories - repair and overhaul,manual
4_medical,Medical services,manual
4_medical,Medical supplies,manual
4_medical,"Medical supplies, etc",manual
4_medical,"Medical supplies, etc.",manual
4_medical,"Medical supplies, instruments & apparatus",manual
4_medical,"Medical supplies, instruments, and apparatus",manual
4_medical,"Medical supplies, insturments, and apparatus",manual
4_medical,"Medical supplies, intruments and apparatus",manual
4_medical,Medical waste disposal services,manual
4_medical,Medical/dental clinic services,classifier
4_medical,Medical/dental laboratory services,classifier
4_medical,Medicated cosmetics and toiletries,manual
2_professional_services,Meeting facilitator services,classifier
2_professional_services,"Meeting, conference, convention and special event management ser",classifier
2_professional_services,"Meeting, conference, convention and special event management services",manual
9_human_capital,"Meetings, conferences and conventions",classifier
9_human_capital,"Meetings, conferences and conventions, facilitator, etc.",classifier
9_human_capital,"Meetings, conferences, conventions, facilitator, etc.",classifier
9_human_capital,Membership fees,manual
9_human_capital,"Membership fees include payments made to an accredited board, association, society or similar organization when departmental memberships are in direct support of a government program, or, when membership is a federal statutory requirement for individual employees to carry out the functions of their positions. This object excludes fees for subscriptions (e.g., periodicals or access to electronic media and research data bases) or for advisory and professional services (e.g., services provided to answer specific questions or to address issues and concerns).",manual
6_industrial_products_and_services,"Memorials, cemeterial and mortuary equipment and supplies",classifier
6_industrial_products_and_services,Memorials; cemeterial and mortuary equipment and supplies,classifier
9_human_capital,Mental health training session,manual
6_industrial_products_and_services,Metal bar (steel),manual
6_industrial_products_and_services,"Metal bar, alloy, hot rolled (steel)",classifier
6_industrial_products_and_services,"Metal bar, steel (n.e.s.)",classifier
6_industrial_products_and_services,Metal bars / sheets / shapes,manual
6_industrial_products_and_services,"Metal doors and frames, installation and repair",classifier
6_industrial_products_and_services,Metal fabricators (iron and steel),manual
6_industrial_products_and_services,Metal finishing equipment,manual
6_industrial_products_and_services,Metal heat treating and non-thermal treating equipment,classifier
6_industrial_products_and_services,Metal rod (tool steel),classifier
6_industrial_products_and_services,"Metal rod, drill rod (tool steel)",classifier
6_industrial_products_and_services,"Metal rod/bar, stainless steel",classifier
6_industrial_products_and_services,Metal screening,manual
6_industrial_products_and_services,Metals and general hardware ( op athena kabul),classifier
6_industrial_products_and_services,Metalworking machinery,classifier
6_industrial_products_and_services,Meteorological instruments and apparatus,manual
1_facilities_and_construction,Meteorological instruments and apparatus - installation,classifier
1_facilities_and_construction,Meteorological instruments and apparatus - repair and overhaul,manual
6_industrial_products_and_services,"Meters, audio",classifier
6_industrial_products_and_services,"Meters, bolometers",classifier
6_industrial_products_and_services,"Meters, electrical properties",classifier
6_industrial_products_and_services,"Meters, electrometers",classifier
6_industrial_products_and_services,"Meters, electronic test equipment",classifier
6_industrial_products_and_services,"Meters, galvanometers",classifier
6_industrial_products_and_services,"Meters, lcr",classifier
6_industrial_products_and_services,"Meters, n.e.s., electronic test equipment",classifier
6_industrial_products_and_services,"Meters, radiation",classifier
6_industrial_products_and_services,"Meters, sound level",classifier
2_professional_services,Mgmnt counsulting,classifier
2_professional_services,Mgmt consulting,classifier
2_professional_services,Mgmt consulting - change management lesson learned,classifier
3_information_technology,Mgmt consulting - website maintenance services,classifier
4_medical,Microbiology,classifier
6_industrial_products_and_services,"Microcircuits, electronic",classifier
6_industrial_products_and_services,"Microcircuits, electronic - repair",classifier
10_office_management,Microfilm/microfiche scanner for the library,manual
3_information_technology,"Microphones, intercommunications",classifier
3_information_technology,"Microphones, recording",classifier
3_information_technology,"Microphones, video cameras",classifier
6_industrial_products_and_services,Microscope,classifier
6_industrial_products_and_services,"Microscope accessories, except electron",classifier
6_industrial_products_and_services,"Microscope, compound (includes, phase, polarizing)",classifier
6_industrial_products_and_services,"Microscope, electron (includes sem and tem)",classifier
6_industrial_products_and_services,"Microscope, electron, accessories",classifier
6_industrial_products_and_services,"Microscope, inverted",classifier
6_industrial_products_and_services,"Microscope, laser",classifier
6_industrial_products_and_services,"Microscope, stereo",classifier
3_information_technology,Microsfot enterprise agreement true-up,manual
3_information_technology,Microsoft assurance software renewal,manual
3_information_technology,Microsoft enterprise agreement,manual
3_information_technology,Microsoft enterprise agreement maintenance and support,manual
3_information_technology,Microsoft enterprise renewal,manual
3_information_technology,Microsoft premier support software maintenance,manual
3_information_technology,Microsoft surface pro,manual
3_information_technology,Microsoft surface pro tablet,manual
3_information_technology,Microsoft volume licensing,manual
6_industrial_products_and_services,Microtome,classifier
5_transportation_and_logistics,Middle distillate fuels,manual
11_defence,Military (r&d),manual
11_defence,Military chemical agents,classifier
11_defence,Military communications (research),manual
11_defence,Military logistics (research),manual
11_defence,Military target ranges/systems (r&d),classifier
10_office_management,Milk,classifier
10_office_management,Milk (replaced by gsin n8910zb),classifier
6_industrial_products_and_services,Milling machines,classifier
6_industrial_products_and_services,Milling machines - repair,classifier
6_industrial_products_and_services,Milling machines (all types),classifier
6_industrial_products_and_services,"Milling machines, computer numerical control",classifier
1_facilities_and_construction,Millwork,manual
1_facilities_and_construction,Millwork - repair,manual
1_facilities_and_construction,"Mineral construction materials, bulk",manual
1_facilities_and_construction,"Mineral construction materials, bulk - repair",classifier
1_facilities_and_construction,"Minerals, natural and synthetic",classifier
11_defence,"Mines, practice",classifier
11_defence,Minesweeping equipment,classifier
3_information_technology,Mini and micro computer control devices,manual
2_professional_services,Mining and metallurgy (r&d),classifier
1_facilities_and_construction,"Mining, rock drilling, earch boring and related equipment",manual
1_facilities_and_construction,"Mining, rock drilling, earth boring and associated equipment",classifier
1_facilities_and_construction,"Mining, rock drilling, earth boring and associated equipment - repair",manual
5_transportation_and_logistics,Minivans or vans,manual
6_industrial_products_and_services,Misc. Metal products,classifier
6_industrial_products_and_services,Misc. Metal products - shelving,classifier
0_other,Miscellaneous,manual
5_transportation_and_logistics,Miscellaneous aircraft accessories and components,manual
5_transportation_and_logistics,Miscellaneous aircraft accessories and components - rental,manual
5_transportation_and_logistics,Miscellaneous aircraft accessories and components - repair,classifier
5_transportation_and_logistics,Miscellaneous aircraft accessories and components - repair and o,classifier
5_transportation_and_logistics,Miscellaneous aircraft accessories and components - repair and overhaul,classifier
11_defence,Miscellaneous aircraft accessories and components (miliatry) - repair and overhaul,manual
5_transportation_and_logistics,"Miscellaneous aircraft accessories and components, n.e.s., excep",classifier
5_transportation_and_logistics,"Miscellaneous aircraft accessories and components, n.e.s., except electrical and electronic",classifier
5_transportation_and_logistics,Miscellaneous aircraft accessories components,classifier
5_transportation_and_logistics,Miscellaneous aircraft electrical and electronic components and,classifier
5_transportation_and_logistics,Miscellaneous aircraft electrical and electronic components and spares,classifier
8_security_and_protection,Miscellaneous alarm and signal systems electrical and electronic,classifier
8_security_and_protection,Miscellaneous alarm and signal systems electrical and electronic components and spares,classifier
8_security_and_protection,Miscellaneous alarm signal and security detection systems,classifier
11_defence,Miscellaneous ammunition,manual
1_facilities_and_construction,Miscellaneous battery retaining fixtures and liners,classifier
1_facilities_and_construction,"Miscellaneous battery retaining fixtures, liners and ancillary i",classifier
1_facilities_and_construction,"Miscellaneous battery retaining fixtures, liners and ancillary items",classifier
2_professional_services,Miscellaneous business services,manual
6_industrial_products_and_services,Miscellaneous chemical products,manual
6_industrial_products_and_services,Miscellaneous chemical specialities,manual
6_industrial_products_and_services,Miscellaneous chemicals specialties,classifier
4_medical,Miscellaneous chemicals specialties laboratory and medical application only,manual
6_industrial_products_and_services,"Miscellaneous chemicals specialties toner, electronic process",classifier
1_facilities_and_construction,Miscellaneous cleaning services,manual
3_information_technology,Miscellaneous communication equipment,classifier
3_information_technology,Miscellaneous communication equipment electrical and electronic,classifier
3_information_technology,Miscellaneous communication equipment electrical and electronic components and spares,classifier
3_information_technology,Miscellaneous communication equipment electrical and electronic components and spares - maintenance and repair,classifier
2_professional_services,Miscellaneous communication services,classifier
3_information_technology,Miscellaneous communications equipment,manual
3_information_technology,Miscellaneous communications equipment - installation,classifier
3_information_technology,Miscellaneous communications equipment - leasing,manual
3_information_technology,Miscellaneous communications equipment - production design,manual
3_information_technology,Miscellaneous communications equipment - rental,classifier
3_information_technology,Miscellaneous communications equipment - repair,classifier
2_professional_services,Miscellaneous communications services,manual
1_facilities_and_construction,Miscellaneous construction equipment,manual
1_facilities_and_construction,Miscellaneous construction equipment - leasing,manual
1_facilities_and_construction,Miscellaneous construction equipment - rental,manual
1_facilities_and_construction,Miscellaneous construction equipment - repair,manual
1_facilities_and_construction,Miscellaneous construction materials,classifier
6_industrial_products_and_services,Miscellaneous crude agricultural and forestry products,classifier
1_facilities_and_construction,Miscellaneous electric power and distribution equipment,manual
1_facilities_and_construction,Miscellaneous electric power and distribution equipment - repair,manual
1_facilities_and_construction,Miscellaneous electrical and electronic components,manual
1_facilities_and_construction,Miscellaneous electrical and electronic components - leasing,classifier
1_facilities_and_construction,Miscellaneous electrical and electronic components - rental,manual
1_facilities_and_construction,Miscellaneous electrical and electronic components - repair and overhaul,manual
1_facilities_and_construction,Miscellaneous electrical components,manual
11_defence,Miscellaneous electrical power and distribution equipment,classifier
5_transportation_and_logistics,"Miscellaneous engine accessories, aircraft",classifier
5_transportation_and_logistics,"Miscellaneous engine accessories, aircraft - repair and overhaul",classifier
11_defence,"Miscellaneous engine accessories, aircraft (miliatry) - repair and overhaul",manual
5_transportation_and_logistics,"Miscellaneous engine accessories, nonaircraft",classifier
5_transportation_and_logistics,Miscellaneous engines and components,manual
5_transportation_and_logistics,Miscellaneous engines and components - repair,manual
0_other,Miscellaneous expenditures,classifier
0_other,Miscellaneous expenditures not elsewhere classifie,classifier
0_other,Miscellaneous expenditures not elsewhere classified,manual
0_other,Miscellaneous expenditures not elsewhere classified 1,classifier
0_other,Miscellaneous expenses not elsewhere classified,classifier
6_industrial_products_and_services,Miscellaneous fabricated nonmetallic material,manual
6_industrial_products_and_services,Miscellaneous fabricated nonmetallic materials,classifier
6_industrial_products_and_services,Miscellaneous fiber optic components,classifier
1_facilities_and_construction,Miscellaneous fire control equipment,manual
5_transportation_and_logistics,Miscellaneous fire control equipment marine only & non-specific components,classifier
10_office_management,"Miscellaneous food, food materials and food prepar",manual
10_office_management,"Miscellaneous food, food materials and food preparations",manual
10_office_management,"Miscellaneous food, food materials and food preparations, including beverages and tobacco",manual
10_office_management,Miscellaneous furniture & fixtures,classifier
10_office_management,Miscellaneous furniture and fixtures,manual
10_office_management,Miscellaneous furniture and fixtures - recovering,manual
10_office_management,Miscellaneous furniture and fixtures office type only,classifier
6_industrial_products_and_services,Miscellaneous goods,classifier
1_facilities_and_construction,Miscellaneous hardware - repair,manual
10_office_management,Miscellaneous household and commercial appliances,classifier
10_office_management,"Miscellaneous household and commercial appliances, electrical - repair",manual
10_office_management,Miscellaneous household and commercial furnishings and appliances,classifier
1_facilities_and_construction,Miscellaneous items,manual
1_facilities_and_construction,Miscellaneous items - leasing,manual
1_facilities_and_construction,Miscellaneous items - rental,manual
1_facilities_and_construction,Miscellaneous items - repairs,manual
1_facilities_and_construction,Miscellaneous items (includes only those items of goods which cannot conceivably be classified in any existing classes).,manual
6_industrial_products_and_services,Miscellaneous machine tools,classifier
1_facilities_and_construction,Miscellaneous maintenance and repair shop specialized equipment,manual
6_industrial_products_and_services,Miscellaneous manufactured articles,manual
6_industrial_products_and_services,"Miscellaneous manufactured products - wreaths, poppies and robbins",manual
6_industrial_products_and_services,Miscellaneous metal products,manual
0_other,Miscellaneous non-tax revenue,manual
11_defence,Miscellaneous nuclear ordnance,classifier
10_office_management,Miscellaneous office machines,manual
10_office_management,Miscellaneous office machines - lease,manual
10_office_management,Miscellaneous office machines - rent,manual
10_office_management,Miscellaneous office machines - repair and overhaul,classifier
10_office_management,Miscellaneous office machines maintenance only,manual
1_facilities_and_construction,Miscellaneous power transmission equipment,classifier
1_facilities_and_construction,Miscellaneous prefabricated structure - aluminum,manual
1_facilities_and_construction,Miscellaneous prefabricated structure - steel,classifier
1_facilities_and_construction,Miscellaneous prefabricated structures,classifier
10_office_management,Miscellaneous printed matter,manual
6_industrial_products_and_services,Miscellaneous secondary metal forming and cutting machines,classifier
6_industrial_products_and_services,Miscellaneous service and trade equipment,classifier
5_transportation_and_logistics,Miscellaneous ship and marine equipment,classifier
6_industrial_products_and_services,Miscellaneous special industry machinery,manual
6_industrial_products_and_services,Miscellaneous special industry machinery - rental,manual
6_industrial_products_and_services,Miscellaneous special industry machinery - repair,classifier
6_industrial_products_and_services,"Miscellaneous textiles, headgear, umbrellas, etc",manual
6_industrial_products_and_services,"Miscellaneous textiles, headgear, umbrellas, etc.",manual
5_transportation_and_logistics,Miscellaneous vehicles,manual
5_transportation_and_logistics,"Miscellaneous vehicles (replacement parts and repairs to airport sweeper, wabush airport)",classifier
5_transportation_and_logistics,"Miscellaneous vehicles parts, incl. tires and tube",manual
5_transportation_and_logistics,"Miscellaneous vehicles parts, including tires and tubes",manual
5_transportation_and_logistics,Miscellaneous vehicular components,classifier
11_defence,"Miscellaneous vehicular components, armoured fighting vehicle, s.m.p.",classifier
5_transportation_and_logistics,Miscellaneous vessels,classifier
5_transportation_and_logistics,Miscellaneous vessels repair,classifier
6_industrial_products_and_services,"Miscellaneous waxes, oils and fats",manual
6_industrial_products_and_services,"Miscellaneous waxes, oils, and fats",classifier
11_defence,Miscellaneous weapons,manual
11_defence,Miscellaneous weapons - repair,classifier
6_industrial_products_and_services,Miscellaneous welding equipment,classifier
6_industrial_products_and_services,Miscellaneous welding equipment - repair and overhaul,classifier
6_industrial_products_and_services,"Miscellaneous welding, soldering, and brazing supplies and accessories",classifier
5_transportation_and_logistics,"Miscellaneous, fire control equipment, electronic marine",classifier
1_facilities_and_construction,Miscellaneous/ornamental metal work fitting and repair,classifier
11_defence,Missile technology (r&d),classifier
3_information_technology,"Mixer, console, audio mixing, recording studio",classifier
3_information_technology,"Mixers, audio",classifier
6_industrial_products_and_services,"Mixers, concrete",classifier
6_industrial_products_and_services,"Mixers, industrial",classifier
6_industrial_products_and_services,"Mixers, laboratory (includes stirrers and blenders)",classifier
1_facilities_and_construction,"Mixers, sewage treatment plant",classifier
10_office_management,"Mixing machine, food, electric",classifier
10_office_management,Mobilier et ameublement du bureau incluant des pièces,manual
5_transportation_and_logistics,Mobility equipment minor engineering tasks (memet) related to vehicular equipment,classifier
6_industrial_products_and_services,Model ships,classifier
6_industrial_products_and_services,"Models and model sets, aircraft",classifier
1_facilities_and_construction,"Models, scale, architectural and engineering",classifier
3_information_technology,Modems special purpose/design,classifier
3_information_technology,"Modems, wideband communications",classifier
3_information_technology,"Modems, wireless",classifier
5_transportation_and_logistics,Modular battery replacement service,manual
6_industrial_products_and_services,"Modulators and demodulators, test",manual
6_industrial_products_and_services,"Modulators, pin, test",classifier
6_industrial_products_and_services,Moisture determinators,classifier
3_information_technology,Monitor 23 inch,manual
3_information_technology,Monitor arm and keyboard tray,manual
3_information_technology,"Monitor, cctv, colour, video",classifier
3_information_technology,"Monitor, crt or lcd, microcomputer etc.",manual
3_information_technology,"Monitor, crt, microcomputer etc.",classifier
6_industrial_products_and_services,"Monitor, gas, (beta)",classifier
3_information_technology,"Monitor, standard resolution, colour, video",classifier
3_information_technology,"Monitor, video",classifier
2_professional_services,Monitoring,manual
3_information_technology,Monitors,manual
3_information_technology,"Monitors - 23"" - 66 for ecourtrooms - tor",manual
3_information_technology,Monitors (80),manual
3_information_technology,"Monitors, cctv, video",classifier
3_information_technology,"Monitors, display",classifier
3_information_technology,"Monitors, radio frequency",classifier
1_facilities_and_construction,Monuments restoration,manual
1_facilities_and_construction,"Monuments, memorials and cenotaphs - repair and overhaul",classifier
6_industrial_products_and_services,"Mortar, refractory",classifier
1_facilities_and_construction,Mosquito and other insect control,manual
2_professional_services,Motion picture production,classifier
5_transportation_and_logistics,Motor freight,classifier
5_transportation_and_logistics,Motor generator sets (m-g),classifier
5_transportation_and_logistics,"Motor passengers, mail and merchandise transportation service",manual
5_transportation_and_logistics,Motor vehicle licences,manual
5_transportation_and_logistics,Motor vehicle licenses,manual
5_transportation_and_logistics,Motor vehicle maintenance and repair shop specialized equipment,manual
5_transportation_and_logistics,Motor vehicle maintenance and repair shop specialized equipment - rental,classifier
5_transportation_and_logistics,Motor vehicle maintenance and repair shop specialized equipment - repair,manual
5_transportation_and_logistics,Motor vehicle maintenance and repair shop specialized equipment repair,manual
5_transportation_and_logistics,Motor vehicles (commercial standard) - repair and overhaul,classifier
5_transportation_and_logistics,"Motor vehicles, trailers and cycles",classifier
5_transportation_and_logistics,"Motorcycles, motor scooters and bicycles",manual
5_transportation_and_logistics,"Motorcycles, motor scooters and bicycles - rental",classifier
5_transportation_and_logistics,Motors - armature rewinding service,classifier
5_transportation_and_logistics,"Motors, electrical",manual
5_transportation_and_logistics,"Motors, electrical - repair and overhaul",manual
5_transportation_and_logistics,"Motors, electrical, definite and special purpose, gear, clutch, brake",classifier
5_transportation_and_logistics,"Motors, outboard",manual
5_transportation_and_logistics,"Motors, outboard - repair",manual
6_industrial_products_and_services,"Moulds, combat boots, desma system",classifier
5_transportation_and_logistics,"Mounters and demounters, tire",manual
3_information_technology,"Mounts, shock and vibration",manual
5_transportation_and_logistics,Move of shelving’s and boxes from 90 sparks ottawa,manual
5_transportation_and_logistics,"Mover, railcar",classifier
5_transportation_and_logistics,"Movers, furniture and office equipment and storage",manual
5_transportation_and_logistics,Moving & storage,manual
5_transportation_and_logistics,Moving and relocation services,manual
5_transportation_and_logistics,Moving services,manual
6_industrial_products_and_services,"Mower, lawn spare parts and accessories",classifier
6_industrial_products_and_services,"Mower, lawn, power",classifier
6_industrial_products_and_services,"Mower, lawn, tractor propelled",classifier
6_industrial_products_and_services,"Mower, lawn, tractor propelled, rotary mower",classifier
6_industrial_products_and_services,"Mowers, lawn",manual
6_industrial_products_and_services,"Mowers, lawn - repair and overhaul",classifier
6_industrial_products_and_services,"Mowers, rotary, tractor drawn",classifier
3_information_technology,Ms true-up sys datacenter,manual
5_transportation_and_logistics,"Mufflers, exhaust, except marine ground effect and armoured fighting vehicles - repair and overhaul",classifier
5_transportation_and_logistics,"Mufflers, exhaust, except marine, ground effect and armoured fighting vehicles",classifier
10_office_management,Multifonction machine photocopier,manual
10_office_management,Multifunction machines,manual
2_professional_services,Multimedia services,classifier
6_industrial_products_and_services,Multimeters,classifier
6_industrial_products_and_services,"Multimeters, handheld",classifier
10_office_management,Multipart forms,classifier
6_industrial_products_and_services,Multiplexers,manual
8_security_and_protection,Munitions and ammunition,manual
6_industrial_products_and_services,Musical instrument accessories,classifier
6_industrial_products_and_services,Musical instrument parts and accessories,manual
6_industrial_products_and_services,Musical instrument parts and accessories - repair,classifier
6_industrial_products_and_services,Musical instruments,manual
6_industrial_products_and_services,Musical instruments - repair,classifier
6_industrial_products_and_services,Musical instruments parts and accessories,classifier
6_industrial_products_and_services,"Nail dishes, shoe",classifier
6_industrial_products_and_services,"Nails, keys and pins",manual
6_industrial_products_and_services,"Nails, keys and pins - production design",classifier
6_industrial_products_and_services,"Nameplates, dials, etc.",classifier
1_facilities_and_construction,Natural gas,manual
1_facilities_and_construction,Natural gas contractors,classifier
6_industrial_products_and_services,Natural resources (r&d),classifier
2_professional_services,Natural resources services,classifier
2_professional_services,Natural sciences,manual
5_transportation_and_logistics,Naval architecture,manual
5_transportation_and_logistics,Naval architecture - consulting services,manual
5_transportation_and_logistics,Naval architecture - design services,manual
5_transportation_and_logistics,Navigational instruments,manual
5_transportation_and_logistics,Navigational instruments - production design,manual
5_transportation_and_logistics,Navigational instruments - repair and overhaul,classifier
5_transportation_and_logistics,Navigational instruments miscellaneous spares,classifier
