d_vendor_name,d_fiscal_year,total
CSDC SYSTEMS,2020-2021,26455.696393966617
DELL COMPUTER,2017-2018,72750.19
DELOITTE AND TOUCHE,2020-2021,148399
DLS TECHNOLOGY,2018-2019,24720.971003134797
DLS TECHNOLOGY,2019-2020,80425.5589968652
DONNA CONA,2018-2019,24690.5
DYNAMIC PERSONNEL CONSULTANTS,2017-2018,11623.630000000001
EBSCO CANADA,2017-2018,81573.03844468785
EBSCO CANADA,2018-2019,81573.03844468785
EBSCO CANADA,2019-2020,81796.52622124863
EBSCO CANADA,2020-2021,81573.03844468785
EKOS RESEARCH ASSOCIATES,2019-2020,4743.645833333333
EKOS RESEARCH ASSOCIATES,2020-2021,266658.5101299694
ENVIRONICS RESEARCH GROUP,2017-2018,88408.22039800994
ENVIRONICS RESEARCH GROUP,2018-2019,134634.95408331783
ENVIRONICS RESEARCH GROUP,2019-2020,182876.94856215044
ENVIRONICS RESEARCH GROUP,2020-2021,101723.33695652174
ERNST YOUNG,2017-2018,33888.7
EXCEL HUMAN RESOURCES,2017-2018,102831.12470246734
EXCEL HUMAN RESOURCES,2018-2019,168700.83875547658
EXCEL HUMAN RESOURCES,2019-2020,203471.75311139916
EXCEL HUMAN RESOURCES,2020-2021,154909.5967153285
FORD MOTOR COMPANY,2019-2020,39389.54
GILMORE REPRODUCTIONS,2018-2019,31001.549999999996
GILMORE REPRODUCTIONS,2020-2021,67090.36
GRAYBRIDGE INTERNATIONAL CONSULTING,2017-2018,231521.50483576648
GRAYBRIDGE INTERNATIONAL CONSULTING,2018-2019,231521.50483576648
GRAYBRIDGE INTERNATIONAL CONSULTING,2019-2020,325945.8103284672
GRAYBRIDGE INTERNATIONAL CONSULTING,2020-2021,39550
HYPERTEC,2018-2019,395301.2
HYPERTEC,2019-2020,59448.740000000005
HYPERTEC,2020-2021,320694.01
IBISKA TELECOM,2017-2018,13690.018072289156
IBM CANADA,2017-2018,15340.70317808219
IHS GLOBAL,2017-2018,14930.86450729927
IHS GLOBAL,2018-2019,16190.077835806365
IHS GLOBAL,2019-2020,17926.07917920657
IHS GLOBAL,2020-2021,18152.686223413228
KONICA MINOLTA BUSINESS SOLUTIONS,2017-2018,363484.81067603745
KONICA MINOLTA BUSINESS SOLUTIONS,2018-2019,185080.12809236947
KONICA MINOLTA BUSINESS SOLUTIONS,2019-2020,702.1479452054793
KPMG,2017-2018,65070.99514563107
LANNICK CONTRACT SOLUTIONS,2017-2018,9642.69
LEO PISCES SERVICES GROUP,2017-2018,237923.52301790283
LOWE MARTIN COMPANY,2017-2018,611074.71594516
LOWE MARTIN COMPANY,2018-2019,499521.034862069
LOWE MARTIN COMPANY,2019-2020,196576.64100000003
MAPLESOFT CONSULTING,2017-2018,70127.15428571429
MAPLESOFT CONSULTING,2018-2019,84198.72142857143
MAPLESOFT CONSULTING,2019-2020,84429.40285714285
MAPLESOFT CONSULTING,2020-2021,84198.72142857143
MAXSYS STAFFING AND CONSULTING,2017-2018,90113.38137254902
MAXSYS STAFFING AND CONSULTING,2018-2019,104148.63962382446
MAXSYS STAFFING AND CONSULTING,2019-2020,130788.00037617557
MCCARTHY TETRAULT,2018-2019,3687.770270270271
MCCARTHY TETRAULT,2019-2020,15804.729729729732
MEDIA Q,2017-2018,70137.39726027397
MEDIA Q,2018-2019,73450
MEDIA Q,2019-2020,74036.95037053672
MEDIA Q,2020-2021,74460.52908151808
MICHAEL WAGER CONSULTING,2017-2018,129156.86448999048
MICHAEL WAGER CONSULTING,2018-2019,129156.86448999048
MICHAEL WAGER CONSULTING,2019-2020,116939.01845528456
MICHAEL WAGER CONSULTING,2020-2021,116619.51294037941
MICROSOFT CANADA,2017-2018,214786.79
MICROSOFT CANADA,2018-2019,209750.53999999998
MICROSOFT CANADA,2019-2020,279769.5056673511
MICROSOFT CANADA,2020-2021,287631.27523417067
"NATIONS TRANSLATION GROUP",2017-2018,639157.5927585046
"NATIONS TRANSLATION GROUP",2018-2019,639157.5927585046
"NATIONS TRANSLATION GROUP",2019-2020,640908.7094509936
"NATIONS TRANSLATION GROUP",2020-2021,639157.5927585046
"NATTIQ",2018-2019,41315.298132330965
"NATTIQ",2019-2020,19201.86186766904
"NATTIQ",2020-2021,12995
NISHA TECHONOLOGIES,2017-2018,48365.45
NISHA TECHONOLOGIES,2018-2019,548942.7
NOVA NETWORKS,2019-2020,18550.22
ONX ENTERPRISE SOLUTIONS,2018-2019,23984.249999999996
OPROMA,2019-2020,77328.16
ORANGUTECH,2017-2018,48610.80984167032
ORANGUTECH,2018-2019,67658.75
ORANGUTECH,2019-2020,71303
ORANGUTECH,2020-2021,81400.55616438357
PORTAGE PERSONNEL,2020-2021,43921.77469135802
PRICEWATERHOUSE COOPERS,2019-2020,24792.2
PRICEWATERHOUSE COOPERS,2020-2021,309089.3842857143
PRINTERS PLUS,2017-2018,446452.20954907156
PROQUEST,2017-2018,20223.91189041096
PROQUEST,2018-2019,9506.534136986302
QMR,2018-2019,92377.5
QUINTET CONSULTING,2020-2021,19703.18691588785
RAYMOND CHABOT GRANT THORNTON,2017-2018,56642.30641791045
RAYMOND CHABOT GRANT THORNTON,2020-2021,13242.1875
ROGERS,2017-2018,49741.657657247044
ROGERS,2018-2019,67430.35144425997
ROGERS,2019-2020,58770.82201232033
ROGERS,2020-2021,58610.24599589322
S P GLOBAL MARKET INTELLIGENCE,2019-2020,9409.118852459016
S P GLOBAL MARKET INTELLIGENCE,2020-2021,23388.381147540982
SAMSON ASSOCIES,2017-2018,19710.15340909091
SAMSON ASSOCIES,2018-2019,44530.346590909096
SAS INSTITUTE,2017-2018,495878.27211164345
SAS INSTITUTE,2018-2019,494302.47024862975
SAS INSTITUTE,2019-2020,489209.5765512264
SAS INSTITUTE,2020-2021,344419.27777322405
SHI CANADA,2018-2019,9403.34290410959
SHI CANADA,2019-2020,4003.7670958904114
SI SYSTEMS,2017-2018,227797.5118287373
SI SYSTEMS,2018-2019,202209.2981712627
SOLOTECH,2017-2018,119898.08842970178
SOLOTECH,2018-2019,83013.45842970177
SOLOTECH,2019-2020,83240.89256238588
SOLOTECH,2020-2021,83013.45842970177
STONEWORKS TECHNOLOGIES,2017-2018,18456.06
SYSTEMSCOPE,2017-2018,75948.49769585254
SYSTEMSCOPE,2018-2019,270848.50230414746
TELUS CANADA,2018-2019,111296.37192118226
TELUS CANADA,2019-2020,63386.80807881773
TELUS CANADA,2020-2021,15014.18
THE MASHA KRUPP TRANSLATION GROUP,2017-2018,683599.1035730237
THE MASHA KRUPP TRANSLATION GROUP,2018-2019,683599.1035730237
THE MASHA KRUPP TRANSLATION GROUP,2019-2020,685471.9778293881
THE MASHA KRUPP TRANSLATION GROUP,2020-2021,170431.55732916482
THE MATHWORKS,2017-2018,9769.415414455745
THE MATHWORKS,2018-2019,13979.934585544257
THOMAS SCHMIDT,2018-2019,14280.210000000003
THOMSON REUTERS,2017-2018,214845.18454545454
THOMSON REUTERS,2018-2019,162580.9801818182
THOMSON REUTERS,2019-2020,89376.22308219179
THOMSON REUTERS,2020-2021,10098.245
THOMSON REUTERS CANADA,2017-2018,59055.63125
THOMSON REUTERS CANADA,2018-2019,59055.63125
THOMSON REUTERS CANADA,2019-2020,62667.50356874146
THOMSON REUTERS CANADA,2020-2021,67056.91121751026
TOTEM OFFISOURCE,2019-2020,11226.55
TOYOTA CANADA,2020-2021,39213.9309375
TRM TECHNOLOGIES,2020-2021,25989.999999999996
TURTLE ISLAND STAFFING,2017-2018,17158.07
UNIVERSITY OF OTTAWA,2017-2018,16950
VERITAAQ TECHNOLOGY HOUSE,2017-2018,93287.15000000001
